EJERCICIO;MES;ADUANA1;ADUANA2;TIPO_OPERACION;SERIAL;CAPITULO;PARTIDA;SUBPARTIDA;PAIS;PESO;CIF;FOB
2025;1;5;5;2;1;33;3305;33059000;GT ;31426.24;127383.78;124360.76
2025;5;5;5;2;3;61;6107;61071200;MX ;54.82;853.36;791.04
2025;7;3;3;2;1;39;3923;39232190;MX ;104.51;1092.1;9.82
2025;12;3;3;2;3;61;6106;61062000;MX ;50.25;2417.74;2417.74
2025;3;3;3;2;1;1;106;1069000;US ;14;9135.98;8357.2
2025;3;9;9;2;1;48;4818;48181000;CR ;1266628.68;2965559.84;2699938.84
2025;12;9;9;2;1;84;8415;84158200;NI ;1057.59;14038.81;13709.08
2025;4;7;7;2;3;48;4819;48195000;GT ;537.65;4110.58;4078.08
2025;2;9;9;2;1;82;8201;82015000;NI ;36.88;586.08;571.42
2025;11;3;3;2;1;1;106;1062000;US ;252;41000.8;34942.77
2025;12;5;5;2;3;90;9021;90219000;GT ;2.18;71.49;70.11
2025;5;9;9;2;3;84;8481;84812000;NI ;3.27;329.5;326.27
2025;3;8;8;2;3;16;1604;16041490;CO ;7227;63152.32;63152.32
2025;7;5;5;2;3;85;8507;85076000;PE ;44.32;1341.07;1270.08
2025;1;9;9;2;1;25;2507;25070000;HN ;2400;2735.7;2280
2025;6;3;3;2;1;85;8517;85176990;NI ;5.64;960.46;897
2025;10;5;5;2;1;23;2309;23099049;GT ;150;2581.64;2400
2025;11;9;9;2;1;85;8501;85013100;HN ;453.5;896.19;888.75
2025;11;4;4;2;3;39;3911;39119000;GT ;2400;10320;10320
2025;5;3;3;2;1;90;9018;90181300;DE ;23.76;3457.67;3457.67
2025;11;7;7;2;3;44;4420;44209090;GT ;8895.91;56342.52;55874.97
2025;10;11;11;2;1;39;3924;39249090;HN ;9694.22;39558.75;38132.75
2025;8;9;9;2;3;58;5808;58089000;HN ;2.1;362.16;362.16
2025;4;7;7;2;3;95;9503;95030010;GT ;326.81;2947.55;2925.36
2025;7;8;8;2;1;63;6309;63090090;BE ;4414.97;13564.43;11822.42
2025;3;9;9;2;1;76;7604;76042910;PA ;13488.61;78127.29;75841.28
2025;4;3;3;2;1;85;8518;85182100;US ;8.62;63.6;63.6
2025;4;11;11;2;1;48;4811;48114119;HN ;568.72;1682.64;1651.07
2025;3;8;8;2;3;61;6109;61099000;SG ;19.21;831.02;831.02
2025;12;3;3;2;3;6;602;6021000;BM ;2.5;116.7;116.7
2025;3;9;9;2;3;84;8481;84818020;CR ;2623.67;85844.33;83514.09
2025;9;2;2;2;3;56;5605;56050000;CO ;370.41;2453.77;2388.96
2025;12;4;4;2;1;64;6403;64039190;GT ;280.58;14052.01;13731.13
2025;7;2;2;2;3;84;8424;84242000;MX ;108.81;1285.9;1205.28
2025;10;9;9;2;1;82;8201;82019010;PA ;130.02;275.94;263.52
2025;1;9;9;2;1;87;8708;87088090;HN ;12271.8;151256.36;151221.23
2025;1;11;11;2;1;48;4819;48192020;HN ;24042;72681.89;71271.87
2025;4;9;9;2;1;82;8201;82016000;NI ;161.34;1479.35;1442.36
2025;12;4;4;2;1;84;8482;84823000;GT ;37.09;872.79;781.57
2025;11;3;3;2;3;61;6110;61103000;IE ;45.96;4608;4608
2025;11;3;3;2;3;62;6203;62034200;DO ;53.51;1394.96;1394.96
2025;6;11;11;2;3;85;8505;85052000;HN ;47;4338.3;4338.3
2025;10;9;9;2;3;29;2929;29291000;NI ;5;287.05;287.05
2025;11;7;7;2;3;33;3305;33059000;GT ;9494.84;45499.96;45086.74
2025;3;11;11;2;1;84;8468;84688000;HN ;114.8;133.5;114.78
2025;4;11;11;2;3;95;9503;95030049;HN ;359.24;2703.18;2693.3
2025;10;9;9;2;1;32;3208;32089020;CR ;7633;30949.24;29809.64
2025;2;7;7;2;1;39;3923;39233010;GT ;3224.92;19707.61;17952.14
2025;5;9;9;2;3;62;6201;62014000;NI ;37.95;1466.99;1429.5
2025;12;9;9;2;3;56;5608;56081900;NI ;1.44;31.41;30.42
2025;7;4;4;2;3;59;5907;59070000;GT ;304.35;4144.67;4096.6
2025;6;3;3;2;3;62;6211;62114300;GB ;0.34;40;40
2025;10;9;9;2;1;48;4808;48089000;NI ;620;4760.12;4660
2025;12;21;99999;2;3;63;6305;63052000;TE ;0.1;3.15;3.15
2025;1;26;99999;2;3;32;3215;32151930;TE ;3895;52397.14;52199.79
2025;2;9;9;2;3;39;3915;39159000;PA ;18277;2037.89;1827.7
2025;6;11;11;2;1;64;6402;64021900;HN ;8.4;847.5;819.58
2025;6;5;5;2;3;34;3401;34013000;GT ;311.99;1192.77;1140.85
2025;8;21;99999;2;3;69;6912;69120010;CR ;3180.31;4424.01;4424.01
2025;5;5;5;2;3;20;2005;20052000;MX ;1545.55;14753.47;12625.32
2025;1;11;11;2;3;48;4819;48191000;HN ;31234.13;41491.89;40898.91
2025;2;7;7;2;1;32;3208;32081040;GT ;11902.19;49605.73;48956.04
2025;3;7;7;2;1;94;9403;94035000;GT ;3655.3;19272.22;18414.62
2025;2;5;5;2;3;96;9615;96151900;CO ;201.73;6963.54;6696
2025;8;5;5;2;3;62;6217;62171000;GT ;4;232.37;225.72
2025;4;11;11;2;3;84;8421;84212100;HN ;15.64;503.04;496.9
2025;2;7;7;2;3;61;6115;61159500;GT ;400.34;4494.12;4454.64
2025;9;21;99999;2;3;49;4903;49030000;GT ;262.91;1117.76;1109.52
2025;2;5;5;2;3;84;8415;84159000;GT ;260.6;9984.33;9602.46
2025;9;3;3;2;1;42;4202;42022100;US ;33.83;150.88;68
2025;3;7;7;2;3;34;3401;34011130;PE ;630.95;1551.32;1497.6
2025;5;17;99999;2;3;40;4010;40103900;TE ;0.87;807.74;795.8
2025;2;3;3;2;1;61;6105;61051000;US ;1814.52;7669.9;7566.6
2025;6;9;9;2;1;21;2106;21069040;NI ;6.1;8.84;7.9
2025;9;9;9;2;3;95;9503;95030010;NI ;160.56;1688.14;1572.6
2025;8;9;9;2;3;94;9404;94049000;NI ;235.26;2489.41;2373.18
2025;12;4;4;2;1;33;3302;33021020;GT ;10.92;689;261
2025;4;4;4;2;1;42;4202;42029200;GT ;8.42;1.06;0.8
2025;5;5;5;2;1;39;3920;39202029;GT ;2247.15;12340.22;11675.33
2025;2;9;9;2;3;49;4908;49089000;CR ;370;468.28;370
2025;1;5;5;2;1;96;9607;96072019;GT ;130;2128.95;2076.28
2025;1;9;9;2;3;61;6112;61121100;HN ;2.28;131.38;130.31
2025;11;5;5;2;1;63;6310;63109020;GT ;113354.69;21381.9;17463.61
2025;2;3;3;2;1;82;8201;82014010;DE ;385.29;23646.67;23646.67
2025;2;11;11;2;1;72;7211;72112900;HN ;3600;7323.78;6738.4
2025;7;7;7;2;1;21;2102;21023000;GT ;13924.19;55412.19;53373.68
2025;11;5;5;2;1;32;3208;32089091;GT ;23588.2;105881.6;104016.89
2025;11;4;4;2;3;48;4819;48192090;GT ;166;570.46;568.8
2025;10;2;2;2;3;73;7323;73239990;CO ;19773.77;131699.88;128345.04
2025;5;9;9;2;1;62;6205;62052000;CR ;148.31;12318.98;12015
2025;10;11;11;2;1;61;6108;61083100;HN ;465.33;16860.09;16671.62
2025;5;5;5;2;1;61;6114;61142000;GT ;19.7;2897.21;2826.95
2025;11;9;9;2;1;61;6115;61159500;NI ;1605.7;10015.74;9360.79
2025;4;9;9;2;1;96;9607;96072090;NI ;42.1;1306.64;1264.14
2025;9;7;7;2;3;62;6212;62121000;GT ;1117.79;32628.34;32395.14
2025;11;7;7;2;3;95;9503;95030021;GT ;3314.39;64257.35;63715.02
2025;5;9;9;2;1;76;7607;76072020;PA ;12114.56;82214.39;75710.01
2025;11;5;5;2;3;62;6205;62052000;GT ;466.61;14789.79;14612.88
2025;11;9;9;2;1;7;712;7129090;PA ;150.48;2014;1881.68
2025;7;4;4;2;1;73;7312;73121000;GT ;130;1435;1435
2025;2;4;4;2;1;40;4010;40103900;GT ;11.5;7139.81;6920.6
2025;4;11;11;2;1;21;2106;21069099;HN ;1151.92;5883.02;5761.44
2025;4;7;7;2;1;72;7216;72162110;GT ;24355;19804.42;18836.3
2025;5;9;9;2;1;62;6204;62044300;EC ;8.38;489.1;489.1
2025;11;3;3;2;3;61;6110;61103000;GB ;29.21;2052.63;2052.63
2025;2;8;8;2;1;48;4818;48183000;JM ;119.46;3244.8;2355.88
2025;6;3;3;2;1;62;6204;62042200;US ;78.01;12995;12995
2025;3;5;5;2;3;82;8211;82119200;PE ;1280.53;10795.14;10394.94
2025;7;9;9;2;1;30;3004;30042010;NI ;51703.88;1277526.79;1257862.42
2025;8;2;2;2;3;44;4420;44209090;PE ;833.17;5319;5143.8
2025;8;5;5;2;3;61;6117;61179000;GT ;32.21;7.1;7.1
2025;11;3;3;2;3;30;3004;30049091;GT ;821.11;236698.08;232375.15
2025;9;8;8;2;1;9;910;9109990;US ;1580.81;10969.5;10933.6
2025;5;5;5;2;3;96;9616;96161000;PE ;400.67;3622.35;3504
2025;9;2;2;2;3;61;6107;61071200;PE ;98.72;1411.67;1370.88
2025;1;3;3;2;3;96;9606;96062100;US ;0.5;7.02;7.02
2025;1;9;9;2;1;47;4707;47079000;CR ;20561;4857.12;3289.76
2025;3;9;9;2;1;94;9404;94042900;CR ;69467.68;371973.06;349356.4
2025;9;9;9;2;1;84;8438;84385000;PA ;460;5640.84;5271.76
2025;9;8;8;2;3;61;6109;61099000;MX ;247.81;11621.45;11621.45
2025;1;11;11;2;1;84;8424;84249019;HN ;4.07;576.93;570.38
2025;10;7;7;2;1;42;4202;42021200;GT ;2.46;134.88;131.51
2025;7;4;4;2;1;52;5209;52093290;GT ;270.18;613.06;598.02
2025;9;2;2;2;1;63;6305;63053300;HT ;278.77;1034.89;1034.89
2025;5;9;9;2;1;96;9617;96170000;HN ;419.43;3210.6;3091.34
2025;8;9;9;2;1;65;6505;65050090;NI ;656.77;9859.84;9651.92
2025;3;3;3;2;1;62;6205;62053000;US ;15;155;155
2025;7;8;8;2;1;18;1806;18063200;US ;74304;202044.05;202044.05
2025;3;5;5;2;3;96;9616;96161000;PE ;180.29;1703.55;1630.8
2025;10;5;5;2;3;62;6204;62046300;GT ;21.13;481.39;450.75
2025;12;2;2;2;3;54;5404;54049000;CO ;326.67;2692.33;2626.8
2025;12;4;4;2;1;85;8536;85366900;GT ;0.84;43.76;42.77
2025;12;9;9;2;1;21;2106;21069091;CR ;22320;183071.3;178560
2025;7;3;3;2;1;30;3003;30039011;US ;745;2100;2100
2025;9;26;99999;2;3;62;6203;62034200;NI ;19.28;505.48;505.48
2025;8;7;7;2;1;84;8481;84811000;GT ;698.08;15600;15093.69
2025;2;5;5;2;3;39;3919;39199000;PE ;2914.63;16186.01;15608.16
2025;2;5;5;2;3;96;9603;96039090;PE ;15108;113161.28;107523.24
2025;6;9;9;2;1;64;6401;64019200;PA ;19998;63071.72;61471.72
2025;9;2;2;2;3;83;8306;83062900;MX ;482.47;3356.13;3149.52
2025;9;5;5;2;3;72;7209;72092600;GT ;57181;43350.49;39928.89
2025;8;3;3;2;1;40;4016;40169300;PE ;3.73;1095.86;1089.68
2025;5;11;11;2;1;82;8204;82041100;HN ;1249.78;5970.68;5821.4
2025;6;11;11;2;1;72;7210;72106110;HN ;146917;180393.06;173938.33
2025;2;9;9;2;1;84;8481;84812000;HN ;150.26;1223.97;1199.99
2025;2;9;9;2;1;40;4009;40094200;NI ;51;421.51;385.43
2025;7;8;8;2;3;61;6110;61103000;CA ;19230.21;350516.97;342302.35
2025;9;5;5;2;3;83;8306;83063000;MX ;41.17;135.05;124.8
2025;3;11;11;2;3;70;7013;70133700;HN ;3968.04;6334.52;6322.86
2025;9;4;4;2;1;48;4811;48119040;GT ;1744;8955;8720.46
2025;1;9;9;2;1;72;7214;72143000;NI ;52700;41031.73;38628
2025;6;11;11;2;1;48;4811;48115999;HN ;9567.6;68444.34;61523
2025;10;2;2;2;3;48;4819;48192090;CO ;51.63;667.6;647.28
2025;3;9;9;2;3;96;9616;96162000;PA ;19.49;23.42;21.07
2025;4;11;11;2;3;85;8543;85437099;HN ;1210.25;10627.87;10577.72
2025;10;3;3;2;1;9;901;9011130;KR ;430.92;31476.87;31476.87
2025;5;9;9;2;3;72;7208;72084000;NI ;38508;33643.59;30296.94
2025;3;9;9;2;1;82;8202;82021000;HN ;17.26;114.84;111.97
2025;4;9;9;2;1;70;7007;70071900;HN ;13268.77;25647.69;23900.65
2025;10;9;9;2;3;73;7323;73239190;CR ;10.72;118.66;111.6
2025;8;3;3;2;3;62;6206;62064000;TE ;2;4;4
2025;10;8;8;2;1;48;4819;48191000;BZ ;30784.65;58932.93;54514.67
2025;3;9;9;2;1;48;4818;48183000;HN ;29365.66;98582.46;90103.69
2025;7;7;7;2;1;70;7009;70099100;GT ;31.6;83.82;80
2025;10;9;9;2;1;21;2106;21069091;NI ;5000;13718.87;13290.8
2025;7;9;9;2;3;72;7209;72091700;CR ;92810;80698.17;68922.72
2025;1;3;3;2;3;6;602;6021000;US ;24183.45;2213606.84;2213606.84
2025;7;3;3;2;3;49;4911;49119990;US ;0.2;4;4
2025;6;5;5;2;3;39;3920;39201019;CO ;9533.62;39980.91;38365.4
2025;7;16;99999;2;3;56;5603;56039200;TE ;2238.14;18016.31;18021.05
2025;6;9;9;2;1;39;3920;39204339;HN ;1072;3585.28;3525.5
2025;7;5;5;2;1;72;7204;72044900;GT ;1949026.92;562043.4;498045.82
2025;7;5;5;2;1;19;1904;19049090;US ;1596.9;12312.05;10222.56
2025;7;3;3;2;1;48;4823;48239099;DO ;700;8800.07;7828.4
2025;5;11;11;2;1;96;9603;96039090;HN ;14.18;137.52;134.08
2025;7;7;7;2;3;87;8716;87168010;GT ;1469.78;3149.87;3127
2025;7;9;9;2;1;61;6104;61046200;NI ;10;579.48;551.4
2025;2;9;9;2;3;57;5705;57050000;CR ;536.36;3204.55;3124.8
2025;3;7;7;2;1;44;4415;44151010;GT ;16.04;40.95;31.5
2025;7;3;3;2;3;48;4819;48194000;US ;134.9;2667.2;2667.2
2025;11;3;3;2;1;30;3004;30045020;EC ;240.61;36293.01;35853.32
2025;4;2;2;2;1;9;901;9011130;KW ;18975;157562.63;157562.63
2025;11;5;5;2;3;60;6006;60062200;GT ;23389.08;191782.34;189727.38
2025;10;4;4;2;3;84;8443;84439100;GT ;81.6;12391.68;12391.68
2025;5;4;4;2;1;84;8479;84798900;GT ;1346;8360.61;8099.68
2025;9;4;4;2;1;84;8421;84213900;GT ;8;90.86;87.2
2025;4;3;3;2;3;61;6110;61103000;US ;9459.46;582679.49;582076.79
2025;5;5;5;2;1;62;6212;62122000;GT ;2;13.67;10
2025;11;2;2;2;3;85;8518;85183000;PE ;976.68;14199.3;13874.52
2025;3;9;9;2;1;39;3923;39239020;CR ;167.04;577.92;542.16
2025;12;2;2;2;3;48;4820;48201000;CO ;5503.93;28228.74;27605.92
2025;7;8;8;2;3;63;6302;63023100;US ;4996.6;51642.75;48696.75
2025;4;11;11;2;1;84;8472;84729090;HN ;0.9;62.58;57.04
2025;7;5;5;2;3;34;3401;34011900;MX ;110.52;409.42;377.4
2025;9;8;8;2;3;39;3926;39269099;DO ;7774.2;26848.33;24651.84
2025;3;4;4;2;1;82;8201;82019090;GT ;60.58;616.8;601.38
2025;10;3;3;2;1;87;8708;87089120;GT ;0.7;25.73;20.62
2025;1;4;4;2;3;37;3707;37071000;GT ;15;315;315
2025;5;9;9;2;3;96;9605;96050000;NI ;12.12;195.14;189.9
2025;3;9;9;2;1;39;3923;39239090;PA ;304;190;174.96
2025;7;3;3;2;3;30;3006;30066000;PA ;28.93;10123.1;9800
2025;2;11;11;2;3;84;8423;84239000;HN ;47.63;230.4;230.4
2025;11;9;9;2;1;61;6107;61071100;CR ;177;2983.57;2867.04
2025;12;2;2;2;3;70;7013;70133700;CO ;28577.51;85899.19;83902.26
2025;2;5;5;2;3;85;8539;85393120;PE ;361.94;2889.82;2772.84
2025;2;2;2;2;3;85;8544;85444221;MX ;22.36;264.76;132.3
2025;9;34;99999;2;3;48;4823;48239099;IT ;17.62;323.11;210
2025;10;2;2;2;3;87;8714;87149990;MX ;104.89;1864.12;1733.4
2025;6;3;3;2;3;48;4810;48101313;US ;25.5;10.03;9
2025;5;3;3;2;1;71;7117;71179000;ES ;45.7;2634.76;2512.09
2025;8;5;5;2;1;73;7325;73259900;GT ;1349;135.16;124.25
2025;12;3;3;2;1;82;8201;82014010;NL ;297.87;20750.88;20750.88
2025;10;23;99999;2;3;27;2710;27101991;TE ;5;83.34;83.34
2025;2;7;7;2;3;60;6006;60063100;GT ;2981.2;4677.57;4461.11
2025;11;3;3;2;3;39;3923;39239090;TE ;3184.21;67272;67272
2025;12;18;99999;2;3;48;4819;48192090;TE ;9.9;62;62
2025;1;5;5;2;3;15;1504;15042000;GT ;20000;36000;34000
2025;5;7;7;2;1;48;4808;48081000;GT ;7431.67;8702.16;7941.68
2025;8;3;3;2;3;61;6106;61061000;DM ;3.96;105.36;105.36
2025;7;5;5;2;1;33;3303;33030000;PE ;3238.96;6032.32;5666.64
2025;12;5;5;2;1;1;105;1051100;GT ;8165;90916.74;84616.74
2025;11;9;9;2;1;84;8482;84821000;NI ;1864.38;16553.25;16085.15
2025;2;8;8;2;1;30;3004;30049091;BZ ;4133.29;75255.63;72679.11
2025;3;5;5;2;1;85;8544;85444921;GT ;97879;656434.91;613149.32
2025;3;8;8;2;1;64;6401;64019200;US ;4152;15747.34;15661.2
2025;9;5;5;2;1;87;8708;87089110;GT ;461.75;4991.5;4720.11
2025;5;2;2;2;3;73;7323;73239390;MX ;37.4;200.24;189.6
2025;11;8;8;2;1;90;9017;90178000;DO ;136.1;1381.92;1347.37
2025;3;11;11;2;3;84;8483;84833000;HN ;4.76;176.07;173.93
2025;7;2;2;2;3;68;6805;68053090;MX ;9.67;119.83;112.32
2025;6;9;9;2;1;40;4016;40169100;HN ;3.68;27.53;26.94
2025;7;26;99999;2;3;48;4809;48099090;TE ;3352;12779.18;12779.18
2025;6;9;9;2;1;90;9025;90251900;HN ;17.32;987.38;987.38
2025;10;9;9;2;1;73;7303;73030000;NI ;120;125.2;120
2025;3;9;9;2;3;96;9610;96100000;CR ;640.41;3939.05;3753
2025;10;8;8;2;1;39;3924;39241090;BZ ;440;6246.14;5720
2025;3;11;11;2;1;61;6108;61082100;HN ;100;510.56;500
2025;10;2;2;2;3;85;8515;85151100;PE ;273.29;5704;5541.12
2025;8;7;7;2;3;58;5806;58063290;GT ;1475.99;9299.41;9217.84
2025;3;2;2;2;3;63;6302;63029300;CO ;434.12;5617.31;5474.88
2025;8;7;7;2;3;61;6117;61171000;GT ;138.69;918.59;910.08
2025;5;9;9;2;1;85;8544;85444210;CR ;134.9;3273.26;3208
2025;7;3;3;2;3;44;4414;44149000;US ;1.33;2.8;2.8
2025;11;9;9;2;1;72;7214;72149990;NI ;102620.88;92641.44;87623.28
2025;2;7;7;2;1;19;1904;19042000;GT ;22322.68;61775.79;58265.18
2025;5;9;9;2;1;48;4823;48236900;NI ;282.47;947.24;878.92
2025;5;4;4;2;1;84;8424;84248210;GT ;102.76;1482.31;1400
2025;6;3;3;2;1;40;4016;40161000;HN ;6.8;12;12
2025;3;8;8;2;3;61;6115;61159600;US ;1056907.94;10072026.03;10072026.03
2025;7;11;11;2;1;39;3923;39235090;HN ;6736.37;60053.81;57217.57
2025;10;3;3;2;1;85;8537;85371000;DE ;25.67;4874.07;4803.34
2025;5;9;9;2;1;84;8459;84597000;HN ;102.75;357.26;300
2025;7;5;5;2;1;44;4419;44199000;GT ;406.03;519.63;507.24
2025;1;5;5;2;3;40;4016;40161000;PE ;240.3;1135.32;1091.4
2025;9;4;4;2;3;32;3215;32151930;GT ;14627.85;67516.26;66449.48
2025;9;3;3;2;1;30;3004;30049091;HN ;483;34061.63;32087.94
2025;1;7;7;2;3;96;9615;96159000;GT ;81.99;822.65;816.48
2025;5;3;3;2;1;8;801;8011900;US ;7490;4852.4;4414
2025;2;8;8;2;3;60;6004;60041010;US ;2369;38251.16;33381.87
2025;10;4;4;2;1;84;8424;84248290;GT ;26;385.33;360
2025;10;2;2;2;3;83;8306;83061000;MX ;401.64;1682.02;1576.08
2025;9;9;9;2;3;94;9405;94051100;CR ;4.38;97.74;92.7
2025;12;9;9;2;1;44;4417;44170000;PA ;5529.5;8831.48;8333.52
2025;8;3;3;2;3;61;6111;61113000;US ;223.54;36415.5;36415.5
2025;1;7;7;2;3;73;7319;73194090;GT ;40.66;592.16;587.52
2025;5;4;4;2;1;62;6204;62045300;GT ;59.76;7325.17;7221
2025;10;5;5;2;1;40;4009;40093200;GT ;21.42;96.28;94.13
2025;2;8;8;2;1;85;8544;85444921;DO ;18751;211829.02;205254.15
2025;3;7;7;2;1;87;8708;87089110;GT ;49.9;46.51;40
2025;10;11;11;2;1;52;5204;52042000;HN ;68;1382.04;1335.3
2025;9;3;3;2;1;65;6505;65050090;US ;64.75;89.4;89.4
2025;9;21;99999;2;3;76;7607;76071190;GT ;739.34;3466.78;3420
2025;10;11;11;2;1;84;8424;84244110;HN ;419.14;2680.86;2613.84
2025;3;8;8;2;1;96;9603;96039020;US ;23573.06;58750.4;58750.4
2025;10;5;5;2;1;85;8539;85395200;GT ;4052.04;12080.83;10866
2025;1;9;9;2;1;96;9603;96034000;PA ;490.99;7585.32;7254.02
2025;1;5;5;2;3;84;8471;84716000;GT ;190.38;2435.52;2413.96
2025;6;7;7;2;1;73;7318;73181500;GT ;190;2344.89;2288
2025;6;9;9;2;1;34;3402;34025000;HN ;13514.47;19679.82;18422.18
2025;3;9;9;2;1;73;7311;73110011;CR ;336;120;120
2025;9;9;9;2;3;83;8302;83025000;NI ;39.98;372.63;358.42
2025;2;3;3;2;1;61;6111;61112000;DO ;18.75;738.58;738.58
2025;2;3;3;2;3;95;9508;95084000;GT ;315;15754.6;15000
2025;6;3;3;2;1;9;910;9109990;US ;53.79;34.77;20
2025;11;3;3;2;1;76;7616;76169990;US ;40.02;636.6;636.6
2025;7;9;9;2;1;27;2710;27101991;CR ;155872.5;421769.5;399500.52
2025;11;9;9;2;1;79;7907;79070090;NI ;125.98;1479;1407.74
2025;5;16;99999;2;3;85;8536;85369000;TE ;4508.32;945.99;910
2025;1;4;4;2;1;62;6203;62034300;GT ;279.08;9129.69;8938.82
2025;3;7;7;2;1;48;4823;48236900;GT ;333.9;3547.46;3490.96
2025;9;9;9;2;1;84;8467;84671100;HN ;38.65;418;416.14
2025;11;7;7;2;3;76;7607;76071190;GT ;23856.75;110017.4;109133.76
2025;6;4;4;2;1;42;4202;42029200;GT ;11.74;275.49;264
2025;7;2;2;2;3;84;8424;84248900;PE ;194.82;1281.28;1239.84
2025;3;11;11;2;1;94;9401;94016100;HN ;18549.05;79638.05;74843.17
2025;3;5;5;2;1;95;9505;95059000;PE ;207.36;2972.53;2747.52
2025;12;2;2;2;3;39;3923;39239090;CO ;644;4263.16;4146.8
2025;4;3;3;2;3;61;6107;61072100;US ;0.25;24;24
2025;9;9;9;2;3;90;9026;90262000;NI ;6.04;877.41;875.01
2025;6;5;5;2;1;48;4808;48081000;US ;192;750;737.5
2025;1;2;2;2;3;95;9503;95030041;PE ;223.05;3251.39;3113.16
2025;8;4;4;2;1;63;6302;63029100;GT ;70.08;1075.79;1022.95
2025;4;9;9;2;3;73;7307;73079200;NI ;121.24;499.56;493.6
2025;4;5;5;2;3;48;4818;48183000;CO ;2150.65;18917;18269.16
2025;8;9;9;2;3;64;6402;64029990;CR ;1234.8;21361.29;20694.92
2025;12;2;2;2;1;21;2106;21069099;ES ;17100;50160;50160
2025;12;8;8;2;1;30;3004;30041010;DO ;906;40168.64;39768.56
2025;3;5;5;2;3;65;6506;65069990;CO ;107.13;6557.68;6298.56
2025;11;11;11;2;3;73;7307;73079100;HN ;151.62;479.07;475.99
2025;2;11;11;2;3;85;8539;85395200;HN ;759.2;5841.6;5841.6
2025;7;2;2;2;1;17;1701;17019900;HT ;1060000;548560.48;548560.48
2025;11;4;4;2;1;65;6507;65070000;GT ;654.89;4086.07;3900.46
2025;10;9;9;2;1;88;8806;88062190;HN ;327.82;42656.3;42132.7
2025;5;16;99999;2;3;96;9607;96071900;TE ;20.9;1680;1680
2025;7;3;3;2;1;85;8536;85362090;PA ;18.5;570.91;570.91
2025;10;8;8;2;3;61;6109;61099000;PA ;10565.32;326266.09;326266.09
2025;1;9;9;2;1;76;7607;76072020;CR ;475.5;5230.5;4364.86
2025;7;8;8;2;3;64;6403;64039190;US ;2234.94;93725.28;93725.28
2025;1;9;9;2;1;63;6302;63026000;CR ;17057.13;223371.87;217835.45
2025;4;3;3;2;3;61;6106;61062000;CA ;21.64;1116.53;1116.53
2025;11;9;9;2;3;39;3923;39233091;CR ;897466.94;1693327.4;1693327.4
2025;9;3;3;2;1;30;3004;30045010;DE ;5.12;339.93;3.8
2025;6;9;9;2;3;85;8536;85362090;CR ;109;4543.46;4543.46
2025;7;11;11;2;1;87;8716;87169000;HN ;44.33;121.81;118.76
2025;12;11;11;2;1;40;4009;40093100;HN ;8.21;206.68;198.95
2025;7;2;2;2;3;54;5402;54023300;US ;85233;376082.11;376082.11
2025;8;8;8;2;1;19;1904;19042000;GT ;13581.39;49781.86;46925.59
2025;11;8;8;2;1;1;105;1051100;GT ;895;13934.5;12669.5
2025;1;5;5;2;3;33;3305;33059000;GT ;2045.78;11339.38;10974.78
2025;7;5;5;2;1;72;7216;72165000;GT ;60563;53137.6;49649.35
2025;11;5;5;2;3;61;6117;61171000;GT ;4.67;121.27;116.8
2025;5;5;5;2;3;61;6108;61082100;MX ;18860.62;177866.4;175228.26
2025;4;3;3;2;3;61;6104;61046300;CA ;3.21;416;416
2025;12;2;2;2;3;90;9019;90191000;CO ;1243.46;6668.57;6511.44
2025;12;9;9;2;1;84;8425;84254900;NI ;102.17;243.1;237.57
2025;2;9;9;2;1;33;3305;33051000;NI ;20966.57;76319.66;72933.54
2025;4;5;5;2;3;40;4014;40149000;CO ;3449.23;18292.06;17663.04
2025;6;5;5;2;3;82;8211;82119100;GT ;44.24;542.94;519.12
2025;11;26;99999;2;3;39;3923;39233091;TE ;544109.7;155214.38;155214.38
2025;9;5;5;2;3;61;6115;61159600;GT ;465.41;12157.22;12006.51
2025;10;2;2;2;1;47;4707;47073000;CO ;63428;8040.8;7270.7
2025;10;9;9;2;1;63;6307;63071000;NI ;30.18;408.82;395.08
2025;12;4;4;2;1;63;6302;63026000;GT ;4019.35;60672.85;59573.4
2025;1;5;5;2;3;58;5806;58061090;GT ;18.49;332.75;330.24
2025;5;9;9;2;3;39;3920;39209900;HN ;567.29;4710.52;4645
2025;4;4;4;2;1;27;2716;27160000;GT ;1;195059.67;192177.01
2025;5;7;7;2;1;31;3105;31052000;GT ;24975;7227.85;6543.45
2025;6;9;9;2;1;72;7216;72166100;NI ;403523.27;478704.86;459207.5
2025;9;9;9;2;1;32;3208;32089020;CR ;6322;23943.86;23120.76
2025;8;11;11;2;1;83;8302;83021090;HN ;11.48;136.39;136
2025;5;9;9;2;1;94;9401;94016100;PA ;315;4106.46;3900
2025;1;9;9;2;1;84;8421;84219900;HN ;204.43;187.9;184.27
2025;1;7;7;2;1;76;7604;76042910;GT ;28345.01;196245.93;193184.9
2025;6;7;7;2;1;82;8201;82019020;GT ;51.22;426.71;416.05
2025;8;8;8;2;1;76;7610;76109000;GT ;321.08;1665;1665
2025;4;7;7;2;3;72;7217;72172019;GT ;24.16;333.25;330.24
2025;6;9;9;2;1;84;8421;84219900;NI ;23.25;182.07;177.08
2025;8;4;4;2;1;84;8413;84131100;GT ;600;15059.29;14758
2025;7;9;9;2;1;7;712;7129090;CR ;198.04;1808.44;1727.69
